radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,440,11,39937,188781828,327,132.9310926,34.0876583,0,28,1,1650625212,1714916780,
LTE,440,11,39937,188781829,349,132.9305586,34.0826718,0,17,1,1650625212,1714916779,
LTE,440,11,39937,188783361,14,133.1902184,34.2800729,0,78,1,1654724647,1714725584,
LTE,440,11,39937,188783362,87,133.1892738,34.2524669,0,6,1,1714725583,1714725583,
LTE,440,11,39937,188783363,310,133.1639101,34.2509191,0,28,1,1714725583,1714725583,
LTE,440,11,39938,188783880,43,132.3235557,33.3961488,0,37,1,1668240752,1714280355,
LTE,440,11,39937,188784389,346,132.7242163,33.8598718,0,9,1,1656657628,1711861624,
LTE,440,11,39938,188784391,311,132.0519919,33.3650867,0,25,1,1668240741,1714280353,
LTE,440,11,39937,188784646,314,132.7945444,33.8222370,0,4,1,1655981300,1714797923,
LTE,440,11,39937,188785153,316,132.7118323,33.8189415,0,18,1,1658654115,1711861625,
LTE,440,11,39937,188785154,260,132.7103281,33.8128615,0,3,1,1658654146,1711861625,
LTE,440,11,39937,188785156,356,132.7514680,33.8859115,0,6,1,1658571347,1711861621,
LTE,440,11,39937,188785160,376,132.6080684,33.8843349,0,4,1,1696198834,1715746968,
LTE,440,11,39938,188785666,315,132.5378580,33.5610600,0,17,1,1657706542,1714797920,
LTE,440,11,39938,188785667,280,132.5350990,33.5670644,0,47,1,1657706542,1714797921,
LTE,440,11,39938,188785669,183,132.5609809,33.5470956,0,40,1,1657706542,1714797920,
LTE,440,11,39938,188785670,248,132.5515309,33.5526184,0,63,1,1657706542,1714797920,
LTE,440,11,39938,188785922,31,132.5557944,33.5221540,0,17,1,1658061509,1711760391,
LTE,440,11,39938,188785927,364,132.5302931,33.5065692,0,3,1,1658061509,1714797930,
LTE,440,11,39938,188785930,348,132.5375645,33.5082555,0,13,1,1658061509,1714280372,
LTE,440,11,39938,188786177,219,132.5486330,33.5046316,0,21,1,1658061509,1714280372,
LTE,440,11,39938,188786178,118,132.5529861,33.5027260,0,13,1,1658061509,1714280372,
LTE,440,11,39938,188786181,264,132.5296958,33.5743366,0,50,1,1657706542,1714797920,
LTE,440,11,39938,188786182,266,132.5217244,33.5805196,0,63,1,1657706542,1714797921,
LTE,440,11,39938,188786183,5,132.5426920,33.4858126,0,20,1,1658298021,1714280371,
LTE,440,11,39938,188786184,355,132.5412687,33.4916031,0,114,1,1658298021,1714280371,
LTE,440,11,39938,188786433,227,132.5517671,33.5192403,0,24,1,1658061509,1711760391,
LTE,440,11,39938,188786434,226,132.5430273,33.5157011,0,18,1,1658061509,1714280372,
LTE,440,11,39938,188786436,195,132.6883286,33.4545862,0,78,1,1657706542,1714280365,
LTE,440,11,39938,188786437,196,132.6822849,33.4551252,0,89,1,1657706542,1714280366,
LTE,440,11,39938,188786442,310,132.5555629,33.5195155,0,11,1,1658061545,1711760391,
LTE,440,11,39938,188786945,237,132.5483026,33.4971928,0,37,1,1659771693,1714280372,
LTE,440,11,39938,188786947,238,132.5446148,33.4936646,0,14,1,1659771693,1714280371,
LTE,440,11,39937,188786948,224,133.0007770,34.2474799,0,55,1,1682860877,1714725574,
