場所,市区町村,設置タイプ,更新日時,状況,eNB-LCID,PCI,基地局ID,sector,sub6,ミリ波,緯度,経度
伊予市大平甲,伊予市,コン柱,2022/12/08 19:05:41,close,,,,,,,33.727739,132.699433
松山市石手四丁目,松山市,屋上,2022/06/01 00:00:00,open,"737432-10,11,12","321,323,322",,3,,,33.8427755,132.7909155
四国中央市土居町津根①,四国中央市,コン柱,2023/05/31 23:43:43,open,"737507-7,8,9","347,78,346",,3,,,33.960895,133.454762
伊予市双海町串③,伊予市,衛星,2024/05/15 17:14:18,open,742167-1,240,CBSB838001314,1,,,33.642667,132.572361
今治市古国分一丁目,今治市,コン柱,2023/04/23 16:43:20,open,"737513-1,2","335,277",,2,,,34.031978,133.036283
今治市波方町西浦,今治市,コン柱,2024/05/05 23:20:23,open,"737488-7,8","377,367",,2,,,34.131294,132.938182
上浮穴郡久万高原町東川,久万高原町,コン柱,2024/05/09 20:36:08,open,737609-5,201,CBSB838001198,1,,,33.636918,133.005973
西予市宇和町坂戸,西予市,コン柱,2023/05/03 12:19:46,open,"737584-4,5,6","331,330,332",,3,,,33.396591,132.507087
喜多郡内子町中田渡,内子町,コン柱,2024/04/28 01:14:05,open,737597-3,13,,1,,,33.603678,132.786178
今治市唐子台東二丁目,今治市,コン柱,2024/05/04 21:06:46,open,"737510-7,8,9","70,45,257",CBSB838001261,3,2,,34.030348,133.029325
八幡浜市北浜一丁目,八幡浜市,コン柱,2023/01/08 14:32:21,open,"737475-5,6,7","239,237,344",,3,,,33.461923,132.421504
伊予市双海町串②,伊予市,コン柱,2024/06/29 18:23:13,open,742117-1,399,CBSB838001543,1,,,33.644227,132.559777
松山市富久町①,松山市,コン柱,2023/05/10 10:41:54,open,"737560-4,5,6","354,163,278",,3,,,33.824434,132.724019
今治市波方町郷,今治市,コン柱,2024/04/27 20:25:18,open,"737487-9,10,11","355,231,140",,3,3,1,34.109439,132.959637
西予市宇和町下川,西予市,コン柱,2022/12/07 22:03:52,ready,,,,2,,,33.341639,132.550117
大洲市豊茂甲②,大洲市,衛星,2024/05/05 00:42:50,open,742115-1,402,CBSB838001432,1,,,33.562694,132.465806
宇和島市佐伯町二丁目,宇和島市,屋上,2024/04/28 00:33:51,open,"737341-10,11,12","104,103,102",,3,,,33.214033,132.559888
四国中央市上分町,四国中央市,コン柱,2023/03/03 21:09:10,open,"737468-1,2,3","156,332,8",,3,,,33.995169,133.583055
新居浜市清水町,新居浜市,コン柱,2024/05/25 21:38:12,open,"737542-9,10","111,310",,2,2,,33.981814,133.294205
四国中央市金生町下分①,四国中央市,コン柱,2024/05/25 22:01:17,open,"737466-7,8,9","228,118,41",,3,,,33.999054,133.575019
西条市氷見丙,西条市,コン柱,2023/05/31 23:50:21,open,"737519-7,8,9","175,362,219",,3,,,33.892037,133.133067
松山市吉藤五丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737297-1,2,3","119,117,118",,3,,,33.8725162,132.7622333
西条市大町①,西条市,屋上,2023/03/26 11:10:07,open,"737520-3,4,5","161,160,261",,3,,,33.905344,133.186278
北宇和郡鬼北町大字下鍵山①,鬼北町,コン柱,2022/06/01 00:00:00,open,"737427-1,2","43,44",,2,,,33.3362184,132.7934114
松山市下伊台町②,松山市,コン柱,2023/05/10 12:06:56,open,"737565-3,4,5","131,259,260",,3,3,3,33.874643,132.805403
松山市正岡神田,松山市,コン柱,2024/04/28 19:54:32,open,"737505-8,9,10","329,66,33",,3,,,33.969059,132.805791
四国中央市下川町①,四国中央市,コン柱,2024/05/25 22:11:28,open,"737468-4,5,6","315,341,352",,3,,,33.997636,133.629083
西予市三瓶町津布理,西予市,屋上,2023/03/24 22:02:41,open,"737502-6,7,8","220,219,221",,3,,,33.378178,132.425498
今治市南鳥生町二丁目,今治市,コン柱,2022/06/01 00:00:00,open,"737335-10,11,12","245,244,243",,3,,,34.0539358,133.0103645
東温市松瀬川③,東温市,コン柱,2023/05/16 23:57:26,open,"737504-1,2,3","64,347,108",,3,,,33.801287,132.927939
松山市井門町①,松山市,コン柱,2022/06/01 00:00:00,open,"737329-1,2,3","94,95,93",,3,,,33.7978154,132.7847602
宇和島市三間町曽根,宇和島市,コン柱,2024/04/28 14:20:53,open,"737575-6,7,8","10,130,12",CBSB838001518,3,,,33.2901076,132.5901911
伊予市下吾川,伊予市,コン柱,2023/03/26 00:01:31,open,"737480-8,9,10","226,266,227",,3,,,33.766139,132.705748
西条市三津屋東,西条市,コン柱,2023/05/13 16:35:11,open,"737546-5,6,7","189,311,29",CBSB838000950,3,,,33.937046,133.092479
上浮穴郡久万高原町菅生,久万高原町,コン柱,2023/03/19 20:14:59,open,"737529-8,9,10","287,285,286",,3,,,33.642597,132.911542
松山市山越一丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737309-7,8,9","325,324,326",,3,,,33.857221,132.7590543
西条市小松町大頭,西条市,コン柱,2023/03/21 18:24:57,open,737528-8,40,,1,,,33.882045,133.07766
西予市城川町高野子,西予市,コン柱,2023/04/28 22:31:20,open,"737549-9,10,11","327,328,329",,3,,,33.363006,132.797986
新居浜市前田町,新居浜市,屋内,2024/04/29 20:07:58,open,747530-1,404,,1,,,33.953557,133.269892
松山市久谷町①,松山市,コン柱,2022/07/28 19:42:32,open,"737440-1,2,3","352,120,140",,3,,,33.737949,132.830672
松山市菅沢町,松山市,コン柱,2022/06/01 00:00:00,close,,,,,,,33.90338708,132.8114884
今治市八町西一丁目,今治市,コン柱,2022/06/01 00:00:00,open,"737377-7,8,9","50,49,48",,3,,,34.0473741,132.9896964
宇和島市津島町高田①,宇和島市,コン柱,2022/06/01 00:00:00,open,"737399-3,4,5","187,11,10",,2,,,33.139393,132.523512
南宇和郡愛南町御荘平城②,愛南町,コン柱,2022/06/01 00:00:00,open,"737387-8,9,10","283,284,282",,3,,,32.968995,132.544405
東温市松瀬川①,東温市,コン柱,2024/04/28 00:53:42,open,"737503-1,2,3","246,256,323",,3,1,2,33.805311,132.922337
南宇和郡愛南町御荘長月,愛南町,コン柱,2024/05/11 20:47:06,ready,,,,3,,,32.975889,132.583639
松山市福音寺町,松山市,コン柱,2022/06/01 00:00:00,open,"737304-1,2,3","347,60,310",,3,,,33.8227348,132.7809329
西条市丹原町来見,西条市,コン柱,2024/05/04 21:38:37,open,"737361-4,5,6","257,129,211",CBSB838000288,3,,,33.866535,133.02614
今治市拝志,今治市,コン柱,2023/04/23 21:24:45,open,"737511-10,11,12","257,237,187",,3,,,34.040948,133.027296
大洲市東大洲①,大洲市,コン柱,2023/03/17 22:29:06,open,"737543-10,11,12","322,321,323",,3,1,3,33.520152,132.568938
西条市飯岡②,西条市,コン柱,2023/05/31 23:47:02,open,"737513-9,10,11","146,144,145",CBSB838000213,3,,,33.920165,133.236619
西予市明浜町高山,西予市,コン柱,2023/04/22 16:59:01,open,"737523-7,8,9","38,181,36",CBSB838000416,3,,,33.321618,132.433275
伊予郡松前町大字昌農内,松前町,コン柱,2023/03/25 23:53:22,open,"737533-4,5,6","299,49,48",,3,1,2,33.802558,132.714763
大洲市喜多山,大洲市,コン柱,2024/04/28 19:00:07,open,737600-1,51,CBSB838001394,1,,,33.546909,132.623592
松山市湊町八丁目,松山市,屋上,2022/07/29 21:53:17,open,"737439-1,2,3","88,320,36",,3,,,33.835114,132.752598
宇和島市平浦,宇和島市,コン柱,2022/06/01 00:00:00,close,,,,,,,33.1953211,132.5069746
西予市宇和町田野中,西予市,コン柱,2023/04/22 09:54:19,open,"737525-1,2,3","375,376,377",,3,,,33.401812,132.536929
松山市空港通一丁目,松山市,コン柱,2023/07/06 15:20:10,open,"737563-7,8,9","61,245,21",,3,,,33.829527,132.749294
松山市祝谷二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737318-1,2,3","125,307,306",,3,1,2,33.85620485,132.7784798
宇和島市津島町北灘,宇和島市,コン柱,2022/06/01 00:00:00,open,"737388-4,5","14,12",,2,,,33.11438774,132.4710025
伊予郡松前町大字鶴吉,松前町,コン柱,2024/04/28 12:59:26,open,"737482-4,5,6","137,337,171",,3,,,33.778432,132.741987
南宇和郡愛南町緑乙①,愛南町,コン柱,2022/06/01 00:00:00,open,"737413-6,7,8","59,58,57",,3,,,32.971065,132.597354
新居浜市大生院②,新居浜市,コン柱,2024/05/11 22:22:42,open,"737587-5,6","98,73",,2,,,33.91256843,133.2406031
宇和島市寄松,宇和島市,コン柱,2022/11/12 19:43:02,open,"737429-6,7","39,237",,2,,,33.195709,132.537451
西条市荒川,西条市,コン柱,2023/05/31 23:40:34,open,737517-4,140,CBSB838001239,1,,,33.865261,133.184441
西条市円海寺,西条市,コン柱,2023/05/01 21:18:44,open,"737548-7,8,9","64,186,200",,3,,,33.933806,133.073914
四国中央市豊岡町大町,四国中央市,コン柱,2024/05/25 21:58:17,open,"737403-1,2,3","282,158,64",,3,,,33.961371,133.485316
大洲市肱川町山鳥坂,大洲市,コン柱,2024/06/08 19:49:41,open,"737447-4,5","195,196",,2,2,1,33.456563,132.685509
南宇和郡愛南町御荘平城④,愛南町,コン柱,2024/05/11 22:44:44,ready,,,,2,,,32.953917,132.556222
東温市牛渕,東温市,屋上,2022/08/16 23:28:26,open,"737427-6,7,8","41,40,39",,3,,,33.797706,132.84682
大洲市野佐来,大洲市,屋上,2024/06/07 23:46:29,open,"737612-4,5,6","246,100,305",,3,,,33.476806,132.544667
伊予市大平②,伊予市,コン柱,2023/03/27 20:59:08,open,"737478-1,2","316,317",,2,1,2,33.722794,132.708438
喜多郡内子町川中②,内子町,コン柱,2023/04/27 16:26:10,open,737570-3,236,CBSB838001018,1,,,33.613925,132.692351
八幡浜市釜倉,八幡浜市,屋上,2024/04/28 13:55:04,open,737593-7,45,,1,,,33.4099641,132.4586234
西予市城川町田穂,西予市,コン柱,2024/04/28 13:40:44,ready,,,,1,,,33.3726059,132.6936778
松山市土居田町①,松山市,コン柱,2023/05/10 13:31:45,open,"737559-7,8,9","82,125,285",,3,1,2,33.820025,132.743806
伊予市中山町中山⑤,伊予市,衛星,2024/07/09 22:50:35,open,742265-1,16,CBSB838001646,1,,,33.619326,132.683536
上浮穴郡久万高原町黒藤川②,久万高原町,衛星,2023/04/27 19:57:58,open,742240-1,1,CBSB838001540,1,,,33.610898,133.023302
松山市祝谷東町,松山市,コン柱,2022/06/01 00:00:00,open,"737295-4,5","264,265",,2,,,33.85757,132.79019
松山市三番町三丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737304-10,11","147,149",,3,,,33.837997,132.76826
今治市伯方町伊方,今治市,コン柱,2022/11/28 21:14:52,open,737470-2,360,CBSB838001054,1,,,34.227672,133.074175
松山市富久町②,松山市,コン柱,2023/05/10 13:52:02,open,"737561-1,2,3","138,131,196",,3,,,33.821387,132.733207
四国中央市川滝町下山①,四国中央市,コン柱,2023/03/03 20:59:15,open,"737465-8,9","182,27",,2,,,33.990744,133.62299
上浮穴郡久万高原町入野,久万高原町,コン柱,2023/03/19 20:08:12,open,"737531-1,2,3","318,319,320",,3,1,1,33.664154,132.897181
松山市西長戸町,松山市,コン柱,2022/06/01 00:00:00,open,"737432-1,2,3","58,321,374",,3,,,33.86622759,132.745101
喜多郡内子町平岡甲,内子町,コン柱,2024/04/30 22:18:48,open,"737558-1,2,3","262,263,261",,3,2,,33.532261,132.660342
喜多郡内子町川中,内子町,コン柱,2023/03/21 17:24:24,open,"737482-1,2,3","25,26,24",,3,,,33.611683,132.686542
松山市今在家一丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737289-1,2,3","32,31,30",,3,,,33.808689,132.793041
伊予市稲荷,伊予市,コン柱,2024/04/28 01:50:23,open,"737607-1,2","18,128",CBSB838000899,2,,,33.743157,132.713463
南宇和郡愛南町魚神山,愛南町,コン柱,2024/05/11 20:29:07,ready,,,,3,,,33.053056,132.406972
四国中央市川之江町⑤,四国中央市,コン柱,2024/05/25 22:05:44,open,"737462-7,8,9","303,86,373",CBSB838001360,3,,,34.0128472,133.579695
南宇和郡愛南町御荘平城①,愛南町,コン柱,2022/06/01 00:00:00,open,"737383-4,5,6","71,69,70",,3,,,32.965683,132.550687
東温市山之内木地,東温市,au共用,2022/06/01 00:00:00,open,742225-1,1,,1,,,33.8695462,132.9455027
新居浜市阿島二丁目,新居浜市,コン柱,2023/06/10 14:42:44,open,"737552-6,7,8","167,89,108",,3,1,2,33.976214,133.351351
上浮穴郡久万高原町日野浦,久万高原町,コン柱,2024/04/29 22:13:25,open,737597-4,93,,1,,,33.57052,133.00336
西予市宇和町西山田,西予市,コン柱,2023/03/24 22:13:41,open,"737526-9,10,11","317,315,316",,3,,,33.375895,132.471887
松山市白水台六丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737322-1,2,3","281,280,279",,3,1,2,33.875951,132.778934
西条市丹原町楠窪②,西条市,衛星,2023/03/21 17:56:58,open,742262-1,2,CBSB838001605,1,,,33.83261,133.049156
西条市丹原町楠窪辛,西条市,衛星,2024/06/16 08:41:21,ready,,,,1,,,33.835633,133.063651
今治市桜井四丁目,今治市,コン柱,2024/05/04 21:11:41,open,"737512-10,11,12","47,378,94",,3,,,34.017394,133.041464
今治市高橋②,今治市,コン柱,2024/07/18 21:03:24,open,"737611-7,8,9","360,337,92",CBSB838001651,3,,,34.03871,132.969485
今治市波方町養老,今治市,コン柱,2023/04/22 13:35:00,open,"737488-1,2,3","214,213,185",,3,,,34.107011,132.945954
東温市山之内①,東温市,衛星,2022/06/01 00:00:00,open,742213-1,1,,1,,,33.86515386,132.921991
松山市市坪北二丁目,松山市,コン柱,2022/06/01 00:00:00,open,"737293-4,5,6","93,94,95",,3,,,33.8134448,132.752258
東温市山之内②,東温市,衛星,2022/10/02 18:57:39,open,742203-1,1,,1,,,33.860023,132.925755
新居浜市八幡一丁目,新居浜市,コン柱,2023/06/10 15:22:35,open,"737542-1,2,3","304,294,197",,3,,,33.979597,133.307816
南宇和郡愛南町城辺甲①,愛南町,コン柱,2022/06/01 00:00:00,open,"737337-10,11,12","51,194,52",,3,,,32.962676,132.585012
上浮穴郡久万高原町西明神②,久万高原町,コン柱,2023/04/19 23:39:43,open,737529-1,0,CBSB838001187,1,,,33.67212,132.87693
北宇和郡鬼北町大字小松,鬼北町,コン柱,2023/03/19 20:34:09,open,"737534-4,5,6","347,345,346",,3,,,33.308564,132.742157
四国中央市三島宮川四丁目,四国中央市,屋上,2022/06/01 00:00:00,open,"737393-4,5,6","158,67,156",,3,,,33.98262384,133.5504513
松山市浄瑠璃町,松山市,コン柱,2022/06/01 00:00:00,open,"737291-1,2","57,58",,2,,,33.749912,132.823354
南宇和郡愛南町中浦①,愛南町,屋上,2024/05/11 20:32:09,ready,,,,2,,,32.964278,132.493056
松山市窪野町①,松山市,コン柱,2022/06/01 00:00:00,open,"737323-7,8,9","216,218,217",,3,,,33.73775877,132.846971
四国中央市川之江町③,四国中央市,コン柱,2023/06/17 07:14:33,open,"737465-3,4","107,375",,2,,,34.012812,133.590422
宇和島市柿原,宇和島市,コン柱,2022/06/01 00:00:00,open,"737367-1,2,3","297,299,298",,3,,,33.23761,132.57737
松山市太山寺町②,松山市,コン柱,2022/06/01 00:00:00,open,"737288-1,2,3","175,176,174",,3,,,33.8921391,132.7283058
西予市三瓶町周木,西予市,コン柱,2023/03/24 21:58:19,open,"737501-3,4","125,124",,2,,,33.375561,132.389475
西予市宇和町東多田,西予市,コン柱,2023/03/21 17:48:36,open,"737571-1,2,3","130,129,131",,3,,,33.425821,132.510835
松山市南吉田町②,松山市,屋上,2023/07/06 14:44:13,open,"737561-4,5,6","318,205,230",,3,,,33.829565,132.703572
喜多郡内子町臼杵①,内子町,衛星,2022/08/28 19:54:26,open,742206-1,1,,1,,,33.620063,132.805468
大洲市五郎②,大洲市,コン柱,2022/07/17 15:42:00,open,"737445-4,5,6","224,147, 217",,3,,,33.535655,132.560286
大洲市若宮①,大洲市,コン柱,2022/07/17 15:52:00,open,"737447-1,2,3","227,226,225",,3,,,33.5200263,132.5457305
西予市宇和町岩木,西予市,コン柱,2023/03/24 22:15:12,open,"737524-7,8,9","126,127,128",,3,,,33.396487,132.471276
大洲市豊茂甲①,大洲市,衛星,2024/06/13 20:16:43,open,742118-1,381,CBSB838001423,1,,,33.548361,132.454722
大洲市北只②,大洲市,コン柱,2022/08/06 22:03:17,open,"737449-1,2,3","237,239,238",,3,,,33.493821,132.546543
西条市今在家,西条市,コン柱,2023/05/04 12:56:13,open,"737549-4,5,6","326,117,226",,3,,,33.925053,133.120433
西予市野村町長谷,西予市,コン柱,2024/04/28 19:36:14,open,737606-1,141,,1,,,33.382239,132.575124
北宇和郡鬼北町大字小倉,鬼北町,コン柱,2023/03/19 20:31:01,open,"737485-1,2,3","102,367,104",,3,1,2,33.27744,132.71993
喜多郡内子町城廻②,内子町,コン柱,2024/04/28 19:16:46,open,"737602-3,4","1,2",,2,,,33.575666,132.66713
松山市南斎院町,松山市,コン柱,2022/06/01 00:00:00,open,"737311-1,2","338,337",,2,1,2,33.8454852,132.7312977
今治市立花町二丁目,今治市,コン柱,2024/05/04 21:02:19,open,"737335-1,2,3","101,271,216",,3,3,3,34.052319,132.999271
松山市道後姫塚,松山市,屋上,2023/05/04 15:46:19,open,"737448-4,5,6","216,50,40",,3,,,33.849208,132.790427
西宇和郡伊方町串,伊方町,コン柱,2024/04/28 20:36:20,open,"737607-3,4","169,359",CBSB838001148,2,,,33.372167,132.051833
松山市平和通二丁目,松山市,屋上,2022/06/01 00:00:00,open,"737403-10,11,12","125,123,124",,3,,,33.84736109,132.7704809
大洲市肱川町宇和川,大洲市,衛星,2024/04/28 21:03:18,open,742175-1,384,CBSB838001541,1,,,33.482194,132.659667
北宇和郡鬼北町大字延川,鬼北町,コン柱,2022/06/01 00:00:00,open,"737401-1,2,3","126,128,340",,3,,,33.29988361,132.7452832
松山市東大栗町,松山市,コン柱,2024/04/28 11:05:57,open,737287-10,,CBSB838001477,1,,,33.907028,132.7835
松山市八反地乙,松山市,コン柱,2024/04/28 11:21:19,open,"737506-8,9,10",,,3,,,33.958583,132.798611
西宇和郡伊方町中之浜,伊方町,コン柱,2023/01/08 14:37:48,open,"737474-4,5","28,27",,2,,,33.482914,132.364286
新居浜市南小松原町,新居浜市,屋上,2023/06/10 16:03:19,open,"737541-1,2,3","159,362,124",,3,,,33.971858,133.296065
今治市玉川町大野,今治市,コン柱,2023/04/03 21:40:55,open,"737493-7,8,9","181,180,182",,3,,,34.019779,132.942431
今治市波方町樋口①,今治市,コン柱,2023/04/22 13:20:35,open,"737488-4,5,6","313,324,326",,3,,,34.098618,132.953387
松山市高野町,松山市,コン柱,2023/05/04 11:30:36,open,"737565-9,10,11","19,46,213",,3,,,33.854254,132.810114
四国中央市金田町半田②,四国中央市,コン柱,2023/06/17 07:26:51,open,"737305-10,11","20,4",,2,,,33.9996814,133.6024896
松山市北斎院町②,松山市,コン柱,2023/05/10 11:03:28,open,"737562-7,8","255,218",,2,,,33.836856,132.727384
大洲市長浜町出海,大洲市,コン柱,2023/03/19 19:38:47,open,"737500-1,2","153,313",,2,,,33.558641,132.434222
上浮穴郡久万高原町二名②,久万高原町,衛星,2024/05/09 20:38:41,open,742250-1,1,CBSB838001615,1,,,33.676902,132.838374
大洲市東大洲⑤,大洲市,コン柱,2024/04/28 12:28:48,open,"737590-5,6,7","80,78,79",,3,,,33.5264088,132.5615009
松山市南白水三丁目,松山市,コン柱,2023/05/10 12:24:14,open,"737564-9,10,11","95,71,325",,3,3,3,33.86798,132.78911
松山市小山田,松山市,コン柱,2024/04/28 19:57:55,open,737606-2,237,CBSB838001387,1,,,33.986139,132.841694
新居浜市上原二丁目,新居浜市,コン柱,2024/05/11 22:32:32,open,"737492-4,5,6","258,38,13",,3,,,33.921289,133.284536
南宇和郡愛南町福浦,愛南町,コン柱,2024/05/11 20:44:28,ready,,,,3,,,32.916028,132.498861
宇和島市吉田町法花津,宇和島市,コン柱,2023/06/20 18:24:21,open,"737495-3,4,5","188,157,158",,3,,,33.318466,132.520371
松山市北梅本町③,松山市,コン柱,2024/04/28 12:15:58,close,,,,,,,33.819311,132.849396
今治市近見町三丁目,今治市,コン柱,2022/06/01 00:00:00,open,"737378-4,5,6","38,37,36",,3,,,34.09090214,132.9818234
宇和島市吉田町南君①,宇和島市,コン柱,2022/06/01 00:00:00,open,"737387-1,2","112,111",,2,,,33.268935,132.50273
大洲市長浜町櫛生,大洲市,コン柱,2023/04/17 14:04:30,open,"737578-2,3,4","226,227,275",CBSB838000693,3,,,33.574256,132.442079
伊予郡松前町大字浜,松前町,コン柱,2023/03/25 23:58:23,open,"737532-7,8,9","101,351,274",,3,,,33.783187,132.713366
西条市丹原町寺尾,西条市,鉄塔,2024/05/04 21:42:17,open,"737599-4,5","305,342",,2,,,33.856702,133.043279
新居浜市郷二丁目,新居浜市,コン柱,2023/04/16 13:52:24,open,"737554-1,2,3","204,62,259",,3,,,33.965556,133.30982
四国中央市土居町上野①,四国中央市,コン柱,2023/04/16 11:16:39,open,"737509-2,3,4","3,307,5",,3,,,33.947098,133.390963
西条市河之内,西条市,コン柱,2023/05/04 11:29:19,open,"737547-4,5","378,50",,2,,,33.936371,133.031163
喜多郡内子町大瀬中央,内子町,コン柱,2023/04/20 16:00:20,open,"737576-2,3,4","161,160,159",,3,,,33.574559,132.71359
四国中央市川滝町領家,四国中央市,コン柱,2024/07/17 22:45:18,ready,,,,3,,,33.987139,133.633
西宇和郡伊方町正野,伊方町,コン柱,2022/11/12 19:54:38,open,"737439-7,8","74,72",,2,,,33.3616,132.048193
伊予市下三谷②,伊予市,コン柱,2023/03/21 17:38:48,open,"737483-7,8,9","26,132,133",,3,,,33.764981,132.725065
新居浜市東雲町二丁目,新居浜市,コン柱,2024/05/25 21:43:11,open,"737543-1,2,3","349,60,20",,3,2,,33.965312,133.300605
西条市壬生川,西条市,コン柱,2023/05/04 21:02:56,open,"737545-7,8,9","98,27,67",,3,,,33.939813,133.083536
松山市水泥町,松山市,コン柱,2022/06/01 00:00:00,open,"737286-7,8,9","0,1,2",,3,,,33.8050128,132.8239532
西条市安知生,西条市,コン柱,2023/03/26 11:13:44,open,"737514-4,5,6","230,106,156",,3,1,2,33.897049,133.168933
四国中央市妻鳥町②,四国中央市,コン柱,2022/12/06 23:33:01,open,"737465-5,6,7","142,347,25",,3,,,33.993081,133.575708
新居浜市本郷三丁目,新居浜市,コン柱,2024/04/28 22:07:16,open,"737490-1,2,3","161,91,345",,3,1,2,33.932196,133.283271
松山市一番町三丁目,松山市,屋上,2022/06/01 00:00:00,open,"737416-4,5","364,57",,2,,,33.84149401,132.7689644
喜多郡内子町重松甲,内子町,コン柱,2023/04/20 16:27:01,open,737576-1,265,CBSB838001276,1,,,33.53443,132.684542
西予市宇和町久枝,西予市,コン柱,2023/03/24 22:11:51,open,"737527-4,5,6","250,251,249",,3,,,33.364111,132.497049
宇和島市吉田町深浦,宇和島市,コン柱,2024/04/28 11:55:38,ready,,,CBSB838001000,3,,,33.317976,132.505951
四国中央市土居町野田,四国中央市,コン柱,2023/04/02 02:21:23,open,"737507-10,11,12","24,25,374",,3,,,33.963541,133.463324
越智郡上島町弓削佐島,上島町,コン柱,2024/05/03 21:45:42,open,"737435-1,2,3","14,87,310",CBSB838000201,3,,,34.252508,133.188911
宇和島市坂下津,宇和島市,コン柱,2022/06/01 00:00:00,open,"737341-4,5,6","209,208,207",,3,,,33.22034485,132.5476319
北宇和郡鬼北町大字下大野,鬼北町,コン柱,2023/03/19 20:32:35,open,"737534-1,2,3","241,240,242",,3,,,33.306602,132.721582
東温市上林①,東温市,コン柱,2022/06/01 00:00:00,open,"737372-4,5","304,305",,2,1,2,33.75296068,132.8858313
西条市黒瀬乙,西条市,コン柱,2023/04/23 21:51:40,open,"737518-10,11,12","193,11,9",,3,,,33.886503,133.172296
八幡浜市川之内,八幡浜市,コン柱,2024/04/28 13:50:43,open,737599-7,231,,1,,,33.46442,132.476365
伊予市双海町高野川,伊予市,コン柱,2023/03/19 19:37:37,open,"737481-1,2","229,45",,2,,,33.705903,132.663506
西予市宇和町皆田,西予市,コン柱,2024/04/28 01:12:21,open,"737522-7,8,9","171,173,172",,3,,,33.349347,132.534402
東温市見奈良,東温市,コン柱,2022/06/01 00:00:00,open,"737382-4,5,6","226,227,225",,3,,,33.79231606,132.882263
西宇和郡伊方町三崎,伊方町,コン柱,2022/11/12 19:52:44,open,"737452-1,2","374,42",,2,,,33.390094,132.120437
今治市吉海町八幡,今治市,コン柱,2024/04/27 20:33:21,open,"737566-7,8,9","34,315,8",,3,3,1,34.147735,133.044703
八幡浜市大正町,八幡浜市,屋上,2023/03/25 18:09:35,open,"737571-7,8,9","80,78,79",,3,,,33.457694,132.429944
伊予市上吾川,伊予市,コン柱,2023/03/21 17:41:02,open,"737483-1,2,3","176,289,174",,3,,,33.756511,132.719047
西条市樋之口②,西条市,コン柱,2023/03/26 11:02:42,open,"737516-6,7,8","353,38,204",,3,3,3,33.915673,133.171384
東温市下林②,東温市,コン柱,2023/05/11 21:14:41,open,737372-10,313,CBSB838001481,1,,,33.768051,132.87503
松山市大手町二丁目,松山市,屋上,2022/06/01 00:00:00,open,"737295-10,11,12","288,290,289",,3,,,33.839937,132.754141
今治市上浦町井口,今治市,コン柱,2023/04/30 21:17:50,open,"737450-10,11","18,44",,2,,,34.265721,133.041588
四国中央市金田町金川①,四国中央市,コン柱,2023/03/03 21:07:45,open,"737459-4,5,6","108,368,65",,3,,,33.989554,133.595883
西条市藤之石７号,西条市,コン柱,2023/06/18 22:13:58,open,"737518-7,8,9","41,40,39",,3,,,33.846681,133.21624
東温市横河原,東温市,ピコセル,2022/09/03 08:26:39,open,752280-3,398,,1,,,33.80210222,132.8825876
越智郡上島町弓削下弓削,上島町,コン柱,2024/05/03 21:27:30,open,"737476-10,11,12","2,108,22",,3,,,34.259628,133.203011
大洲市北只①,大洲市,コン柱,2022/07/20 12:36:00,open,"737446-7,8","127,128",,2,,,33.4901125,132.5437835
大洲市新谷①,大洲市,コン柱,2023/03/17 22:34:13,open,"737545-4,5,6","154,153,153",,3,,,33.533239,132.582337
今治市上浦町瀬戸①,今治市,コン柱,2023/04/30 21:12:59,open,"737451-10,11,12","235,276,107",,3,,,34.225444,133.051405
松山市安城寺町①,松山市,屋上,2022/06/01 00:00:00,open,"737391-7,8,9","52,51,53",,3,,,33.8740798,132.7414818
喜多郡内子町大瀬東,内子町,衛星,2024/07/09 22:07:44,open,742163-1,252,CBSB838001193,1,,,33.583306,132.748611
西予市野村町阿下,西予市,コン柱,2024/06/08 19:59:43,open,737612-1,10,CBSB838001022,1,,,33.388944,132.663861
西条市大町②,西条市,屋上,2023/05/04 20:50:38,open,"737519-1,2,3","123,266,220",,3,,,33.913526,133.189984
北宇和郡松野町大字松丸,松野町,コン柱,2023/03/19 20:21:35,open,"737485-6,7,8","192,194,193",,3,,,33.22844,132.70777
大洲市菅田町宇津,大洲市,コン柱,2024/04/28 13:15:20,open,"737595-1,2,3","192,194,193",CBSB838001474,3,,,33.502864,132.621006
西条市丹原町志川,西条市,コン柱,2022/06/01 00:00:00,open,"737361-7,8,9","63,64,173",,3,,,33.857466,133.023346
松山市末町,松山市,コン柱,2023/05/04 10:24:20,open,"737564-4,5,6","179,288,178",,3,,,33.863463,132.81788
喜多郡内子町論田,内子町,コン柱,2023/03/28 21:04:48,open,737557-5,92,CBSB838001191,1,,,33.576801,132.639156
今治市大三島町宮浦②,今治市,コン柱,2023/04/30 21:20:07,open,737470-1,260,CBSB838001210,1,,,34.24967249,133.007158
新居浜市黒島一丁目,新居浜市,コン柱,2023/06/10 14:56:21,open,"737553-4,5,6","247,122,210",,3,,,33.985709,133.343032
