,場所,市区町村,場所補足,設置タイプ,状況,sector,sub6,ミリ波,eNB-LCID,PCI,基地局ID,緯度,経度,更新日時,color,icon
666,【au共用】大洲市肱川町名荷谷,大洲市,,au共用,open,1,,,742230-1,1,,33.4773,132.69379,2023/03/27 21:02:50,green,adjust
667,大洲市恋木甲,大洲市,,コン柱,open,3,,,"737568-4,5,6","10,11,12",CBSB838001266,33.555937,132.605773,2023/03/28 20:58:28,green,signal
668,喜多郡内子町論田,内子町,,コン柱,open,1,,,737557-5,92,CBSB838001191,33.576801,132.639156,2023/03/28 21:04:48,green,signal
669,喜多郡内子町福岡甲,内子町,,コン柱,open,1,,,737557-1,4,CBSB838001266,33.501435,132.668613,2023/03/29 21:34:55,green,signal
670,八幡浜市若山②,八幡浜市,,コン柱,open,1,,,737571-4,20,CBSB838001306,33.41869,132.45334,2023/03/28 21:02:57,green,signal
671,八幡浜市国木,八幡浜市,,コン柱,open,1,,,737569-6,181,CBSB838001349,33.451367,132.448745,2023/03/30 14:46:29,green,signal
672,西宇和郡伊方町高浦,伊方町,,コン柱,close,,,,,,,33.380694,132.120351,2023/03/30 14:50:50,red,remove
673,北宇和郡鬼北町大字川上,鬼北町,,コン柱,open,1,,,737551-10,20,,33.305662,132.759682,2023/04/13 20:11:33,green,signal
674,北宇和郡鬼北町大字上川,鬼北町,,コン柱,open,1,,,737579-4,20,CBSB838001459,33.264205,132.72475,2023/04/13 20:13:31,green,signal
675,宇和島市朝日町四丁目,宇和島市,,屋上,open,3,,,"737294-4,5,6","243,244,245",,33.225876,132.559107,2023/04/28 22:23:22,green,signal
676,宇和島市佐伯町二丁目,宇和島市,,屋上,ready,,,,,,,33.214033,132.559888,2023/04/13 20:20:52,orange,wrench
677,宇和島市山際四丁目,宇和島市,,コン柱,open,3,,,"737353-4,5,6","18,19,20",CBSB838001241,33.209181,132.558416,2023/04/28 22:28:46,green,signal
678,新居浜市船木⑤,新居浜市,,コン柱,open,1,,,737568-1,50,CBSB838001259,33.941267,133.352631,2023/04/16 11:04:27,green,signal
679,【屋内】松山市井門町②,松山市,ヤマダデンキ テックランド松山本店,屋内,ready,,,,,,,33.800815,132.784994,2023/04/16 14:15:12,orange,home
680,【鉄塔】西条市丹原町寺尾,西条市,,鉄塔,ready,2,,,,,,33.856702,133.043279,2023/04/16 18:43:43,orange,tower
681,八幡浜市郷②,八幡浜市,,コン柱,open,3,,,"737584-9,10,11","40,41,42",,33.46519,132.456325,2023/06/17 18:10:23,green,signal
682,上浮穴郡久万高原町西明神②,久万高原町,,コン柱,open,1,,,737529-1,0,CBSB838001187,33.67212,132.87693,2023/04/19 23:39:43,green,signal
683,上浮穴郡久万高原町渋草,久万高原町,,コン柱,close,,,,,,,33.690634,133.034315,2023/04/19 23:43:41,red,remove
684,【衛星】上浮穴郡久万高原町笠方①,久万高原町,,衛星,open,1,,,742223-1,1,,33.73285,133.04322,2023/04/19 23:46:55,green,globe
685,【衛星】上浮穴郡久万高原町笠方②,久万高原町,,衛星,open,1,,,742222-1,1,,33.742697,133.038565,2023/04/19 23:49:17,green,globe
686,伊予市宮下②,伊予市,,コン柱,open,2,,,"737550-3,4","145,263",,33.771235,132.756727,2023/04/20 15:09:36,green,signal
687,喜多郡内子町立山③,内子町,,コン柱,open,1,,,737578-1,214,CBSB838001031,33.5897,132.65655,2023/04/20 15:29:40,green,signal
688,喜多郡内子町立石,内子町,,コン柱,open,1,,,737568-2,266,,33.565628,132.759817,2023/04/20 16:08:55,green,signal
689,喜多郡内子町重松甲,内子町,,コン柱,open,1,,,737576-1,265,CBSB838001276,33.53443,132.684542,2023/04/20 16:27:01,green,signal
690,喜多郡内子町五百木,内子町,,コン柱,close,,,,,,,33.567528,132.699016,2023/04/20 15:48:35,red,remove
691,伊予市双海町串②,伊予市,,コン柱,close,,,,,,,33.644227,132.559777,2023/04/20 16:39:11,red,remove
692,伊予市双海町高岸甲,伊予市,,コン柱,open,3,,,"737576-5,6,7","224,322,34",CBSB838001293,33.674917,132.618981,2023/04/21 12:47:51,green,signal
693,伊予市双海町上灘④,伊予市,,コン柱,open,1,,,737574-4,20,CBSB838001346,33.68347,132.647765,2023/04/21 12:56:11,green,signal
694,伊予市双海町上灘⑤,伊予市,,コン柱,close,2,,,,,,33.6805,132.688375,2023/04/21 15:00:34,red,remove
695,西予市明浜町俵津,西予市,,コン柱,close,3,,,,,CBSB838001045,33.325663,132.490928,2023/04/22 16:24:53,red,remove
696,西予市明浜町狩浜,西予市,,コン柱,open,3,,,"737523-4,5,6","117,373,374",,33.318979,132.467736,2023/04/22 16:49:28,green,signal
697,西予市明浜町高山,西予市,,コン柱,open,3,,,"737523-7,8,9","38,181,36",CBSB838000416,33.321618,132.433275,2023/04/22 16:59:01,green,signal
698,西予市三瓶町垣生,西予市,,コン柱,open,1,,,737575-5,10,,33.386473,132.409811,2023/04/22 17:28:16,green,signal
699,今治市砂場町二丁目,今治市,サンライズ糸山,コン柱,open,3,,,"737378-10,11,12","14,145,96",,34.1093476,132.978349,2023/04/23 16:08:12,green,signal
700,東温市上林②,東温市,,コン柱,open,3,,,"737372-7,8,9","5,87,187",,33.758991,132.882877,2023/04/23 21:53:23,green,signal
701,【衛星】上浮穴郡久万高原町黒藤川①,久万高原町,,衛星,open,1,,,742204-1,1,,33.606213,133.035822,2023/04/28 22:26:36,green,globe
702,喜多郡内子町川中②,内子町,,コン柱,open,1,,,737570-3,236,CBSB838001018,33.613925,132.692351,2023/04/27 16:26:10,green,signal
703,伊予市中山町中山④,伊予市,,コン柱,close,,,,,,CBSB838001443,33.636135,132.664647,2023/04/27 17:33:17,red,remove
704,伊予市中山町中山⑤,伊予市,,コン柱,close,1,,,,,,33.619326,132.683536,2023/04/27 17:32:10,red,remove
705,喜多郡内子町袋口,内子町,,コン柱,open,1,,,737572-4,10,,33.606155,132.663378,2023/04/27 17:49:21,green,signal
706,【ピコセル】上浮穴郡久万高原町菅生,久万高原町,,ピコセル,open,1,,,752280-5,395,,33.660482,132.904052,2023/04/27 19:19:48,green,folder-close
707,【衛星】上浮穴郡久万高原町黒藤川②,久万高原町,,衛星,open,1,,,742240-1,1,CBSB838001540,33.610898,133.023302,2023/04/27 19:57:58,green,globe
708,【衛星】上浮穴郡久万高原町黒藤川③,久万高原町,,衛星,open,1,,,742241-1,2,CBSB838001544,33.610839,133.019862,2023/04/27 20:02:05,green,globe
709,今治市朝倉上甲,今治市,ＪＡおちいまばり グループ営農経済事業本部上朝倉支店,コン柱,open,1,,,737574-1,10,CBSB38001345,33.977111,133.006772,2023/05/13 16:38:24,green,signal
710,今治市大三島町宮浦②,今治市,,コン柱,open,1,,,737470-1,260,CBSB838001210,34.24967249,133.007158,2023/04/30 21:20:07,green,signal
711,今治市大三島町明日,今治市,,コン柱,open,1,,,737470-3,171,,34.25965632,132.9936712,2023/04/30 21:24:47,green,signal
712,今治市大三島町台,今治市,,コン柱,open,1,,,737468-7,287,CBSB838001063,34.23894618,133.0016896,2023/04/30 21:29:10,green,signal
713,今治市大三島町野々江,今治市,,コン柱,open,3,,,"737452-3,4,5","144,143,291",,34.21743921,132.9867822,2023/04/30 21:36:22,green,signal
714,今治市吉海町本庄②,今治市,,コン柱,open,2,,,"737566-4,5","359,49",,34.14863447,133.0241726,2023/04/30 21:43:42,green,signal
715,今治市上浦町瀬戸②,今治市,,コン柱,ready,3,,,,,,34.21750954,133.0524296,2023/04/30 21:47:05,orange,wrench
716,今治市吉海町名,今治市,,コン柱,open,1,,,737566-6,228,,34.12071673,133.0218706,2023/04/30 21:49:06,green,signal
717,伊予市中山町出渕③,伊予市,,コン柱,open,1,,,737480-4,1,CBSB838001315,33.640564,132.727229,2023/05/01 20:52:28,green,signal
718,西条市丹原町川根,西条市,,コン柱,open,1,,,737546-4,252,,33.8969079,133.0356353,2023/05/02 21:21:00,green,signal
719,松山市道後姫塚,松山市,湯快リゾート 道後彩朝楽,屋上,open,3,,,"737448-4,5,6","216,50,40",,33.849208,132.790427,2023/05/04 15:46:19,green,signal
720,松山市柳谷町乙,松山市,エリエールゴルフクラブ松山,屋上,open,3,,,"737563-10,11,12","263,46,213",,33.921233,132.814775,2023/05/04 16:26:35,green,signal
721,松山市本町２丁目,松山市,松山東京海上日動ビルディング,屋上,open,3,,,"737476-7,8,9","57,217,347",,33.843175,132.758519,2023/05/04 16:55:16,green,signal
722,西条市中野甲,西条市,,コン柱,open,3,,,"737517-1,2,3","90,208,92",,33.90549025,133.1755535,2023/05/04 20:57:01,green,signal
723,四国中央市土居町上野②,四国中央市,,コン柱,open,1,,,737509-1,140,CBSB838001256,33.935777,133.373023,2023/05/04 22:45:36,green,signal
724,西条市小松町大郷,西条市,,コン柱,open,1,,,737528-7,291,,33.8689089,133.0784011,2023/05/05 23:55:20,green,signal
725,松山市永木町２丁目,松山市,シティーらいふ 石手川,屋上,open,2,,,"737577-1,2","75,166",,33.835454,132.774928,2023/05/10 15:27:10,green,signal
726,東温市下林②,東温市,佐古ダム近く,コン柱,open,1,,,737372-10,313,CBSB838001481,33.768051,132.87503,2023/05/11 21:14:41,green,signal
727,今治市大西町別府,今治市,,コン柱,open,1,,,737391-10,129,CBSB838001058,34.057976,132.898669,2023/05/13 16:28:53,green,signal
728,今治市宮窪町宮窪②,今治市,,コン柱,open,3,,,"737527-7,8,9","125,124,123",,34.16751942,133.0637231,2023/05/22 00:30:17,green,signal
729,今治市朝倉上乙,今治市,今治カントリー倶楽部駐車場,コン柱,ready,3,,,,,,33.967012,133.030092,2023/05/27 17:54:15,orange,wrench
730,西条市荒川,西条市,,コン柱,open,1,,,737517-4,140,CBSB838001239,33.865261,133.184441,2023/05/31 23:40:34,green,signal
731,四国中央市金田町半田②,四国中央市,,コン柱,open,2,,,"737305-10,11","20,4",,33.9996814,133.6024896,2023/06/17 07:26:51,green,signal
732,西条市大町④,西条市,,屋上,open,3,,,"737575-1,2,3","271,270,233",,33.91399,133.18365,2023/06/18 22:15:45,green,signal
